Code,Year,Emissions-Transfers
GIN,2011,0.000
GIN,2012,0.000
GIN,2013,0.000
GIN,2014,0.000
GIN,2015,0.000
GIN,2016,0.000
GRC,1990,-3.652
GRC,1991,-3.810
GRC,1992,-2.843
GRC,1993,-3.120
GRC,1994,-3.175
GRC,1995,-3.790
GRC,1996,-2.875
GRC,1997,-1.979
GRC,1998,-3.092
GRC,1999,-1.671
GRC,2000,-1.857
GRC,2001,-1.742
GRC,2002,-2.510
GRC,2003,2.722
GRC,2004,3.763
GRC,2005,4.667
GRC,2006,3.163
GRC,2007,4.282
GRC,2008,3.217
GRC,2009,-1.892
GRC,2010,-0.167
GRC,2011,1.850
GRC,2012,2.463
GRC,2013,2.436
GRC,2014,2.602
GRC,2015,2.792
GRC,2016,2.190
GTM,1990,-0.318
GTM,1991,-0.409
GTM,1992,-0.359
GTM,1993,-0.398
GTM,1994,-0.389
GTM,1995,-0.418
GTM,1996,-0.416
GTM,1997,-0.600
GTM,1998,-0.852
GTM,1999,-0.862
GTM,2000,-0.730
GTM,2001,-0.927
GTM,2002,-1.262
GTM,2003,-0.737
GTM,2004,-0.663
GTM,2005,-0.820
GTM,2006,-0.953
GTM,2007,-0.960
GTM,2008,-1.108
GTM,2009,-0.889
GTM,2010,-1.094
GTM,2011,-1.346
GTM,2012,-1.486
GTM,2013,-1.304
GTM,2014,-1.008
GTM,2015,-1.764
GTM,2016,-1.737
HKG,1990,-13.802
HKG,1991,-15.385
HKG,1992,-15.617
HKG,1993,-17.620
HKG,1994,-21.937
HKG,1995,-24.506
HKG,1996,-24.691
HKG,1997,-28.812
HKG,1998,-21.359
HKG,1999,-16.470
HKG,2000,-17.878
HKG,2001,-19.898
HKG,2002,-15.756
HKG,2003,-13.232
HKG,2004,-11.089
HKG,2005,-12.464
HKG,2006,-13.940
HKG,2007,-9.681
HKG,2008,-12.582
HKG,2009,-11.845
HKG,2010,-13.943
HKG,2011,-10.432
HKG,2012,-19.952
HKG,2013,-22.077
HKG,2014,-22.582
HKG,2015,-21.964
HKG,2016,-21.086
HND,1990,-0.109
HND,1991,-0.136
HND,1992,-0.114
HND,1993,-0.166
HND,1994,-0.182
HND,1995,-0.149
HND,1996,-0.241
HND,1997,-0.394
HND,1998,-0.487
HND,1999,-0.658
HND,2000,-0.720
HND,2001,-0.807
HND,2002,-1.032
HND,2003,-0.634
HND,2004,-0.444
HND,2005,-0.560
HND,2006,-0.578
HND,2007,-0.523
HND,2008,-0.518
HND,2009,-0.489
HND,2010,-0.513
HND,2011,-0.368
HND,2012,-0.717
HND,2013,-0.605
HND,2014,-0.628
HND,2015,-1.026
HND,2016,-1.003
HRV,1990,0.762
HRV,1991,0.322
HRV,1992,0.161
HRV,1993,-0.006
HRV,1994,-0.243
HRV,1995,-0.531
HRV,1996,-0.724
HRV,1997,-0.718
HRV,1998,-0.410
HRV,1999,-0.370
HRV,2000,-0.317
HRV,2001,-0.671
HRV,2002,-0.769
HRV,2003,-0.939
HRV,2004,-0.959
HRV,2005,-1.135
HRV,2006,-2.005
HRV,2007,-1.541
HRV,2008,-1.754
HRV,2009,-1.303
HRV,2010,-1.065
HRV,2011,-1.797
HRV,2012,-0.931
HRV,2013,-0.959
HRV,2014,-0.874
HRV,2015,-0.189
HRV,2016,-0.154
HUN,1990,-3.979
HUN,1991,-5.166
HUN,1992,-3.739
HUN,1993,-3.985
HUN,1994,-4.099
HUN,1995,-4.043
HUN,1996,-3.013
HUN,1997,-3.087
HUN,1998,-3.361
HUN,1999,-2.964
HUN,2000,-3.322
HUN,2001,-3.728
HUN,2002,-4.940
HUN,2003,-5.685
HUN,2004,-5.020
HUN,2005,-4.835
HUN,2006,-6.500
HUN,2007,-6.261
HUN,2008,-6.362
HUN,2009,-4.669
HUN,2010,-4.886
HUN,2011,-5.081
HUN,2012,-4.634
HUN,2013,-5.248
HUN,2014,-5.005
HUN,2015,-4.525
HUN,2016,-4.477
IDN,1990,-0.464
IDN,1991,0.230
IDN,1992,1.791
IDN,1993,1.882
IDN,1994,1.242
IDN,1995,0.483
IDN,1996,1.131
IDN,1997,1.788
IDN,1998,6.852
IDN,1999,0.098
IDN,2000,0.662
IDN,2001,2.193
IDN,2002,0.784
IDN,2003,1.185
IDN,2004,2.074
IDN,2005,1.842
IDN,2006,2.088
IDN,2007,2.749
IDN,2008,1.288
IDN,2009,0.260
IDN,2010,-1.876
IDN,2011,3.720
IDN,2012,0.572
IDN,2013,-6.562
IDN,2014,-9.156
IDN,2015,-9.467
IDN,2016,-9.996
IND,1990,1.029
IND,1991,1.987
IND,1992,4.243
IND,1993,5.769
IND,1994,6.855
IND,1995,10.832
IND,1996,16.714
IND,1997,13.805
IND,1998,14.630
IND,1999,12.366
IND,2000,23.975
IND,2001,21.619
IND,2002,25.704
IND,2003,21.451
IND,2004,21.159
IND,2005,29.529
IND,2006,26.427
IND,2007,26.821
IND,2008,33.264
IND,2009,23.832
IND,2010,24.760
IND,2011,33.975
IND,2012,40.229
IND,2013,52.921
IND,2014,56.656
IND,2015,51.284
IND,2016,52.930
IRL,1990,-2.214
IRL,1991,-2.304
IRL,1992,-2.017
IRL,1993,-1.995
IRL,1994,-1.892
IRL,1995,-1.951
IRL,1996,-3.261
IRL,1997,-2.882
IRL,1998,-2.455
IRL,1999,-3.065
IRL,2000,-2.642
IRL,2001,-2.082
IRL,2002,-2.695
IRL,2003,-4.337
IRL,2004,-5.105
IRL,2005,-5.444
IRL,2006,-5.390
IRL,2007,-5.229
IRL,2008,-3.716
IRL,2009,-2.432
IRL,2010,-1.752
IRL,2011,-2.159
IRL,2012,-1.813
IRL,2013,-2.010
IRL,2014,-1.882
IRL,2015,-0.965
IRL,2016,-0.887
IRN,1990,8.160
IRN,1991,8.984
IRN,1992,9.126
IRN,1993,10.555
IRN,1994,12.788
IRN,1995,11.859
IRN,1996,9.012
IRN,1997,5.554
IRN,1998,7.451
IRN,1999,25.487
IRN,2000,23.872
IRN,2001,21.944
IRN,2002,18.709
IRN,2003,5.300
IRN,2004,6.509
IRN,2005,6.615
IRN,2006,8.891
IRN,2007,2.664
IRN,2008,6.284
IRN,2009,10.029
IRN,2010,6.396
IRN,2011,6.957
IRN,2012,8.705
IRN,2013,8.428
IRN,2014,9.659
IRN,2015,12.962
IRN,2016,19.601
ISR,1990,-3.302
ISR,1991,-3.619
ISR,1992,-3.213
ISR,1993,-3.271
ISR,1994,-3.381
ISR,1995,-3.696
ISR,1996,-3.883
ISR,1997,-3.815
ISR,1998,-4.177
ISR,1999,-2.489
ISR,2000,-1.759
ISR,2001,-1.921
ISR,2002,-2.323
ISR,2003,-4.106
ISR,2004,-4.307
ISR,2005,-4.575
ISR,2006,-4.306
ISR,2007,-4.337
ISR,2008,-3.857
ISR,2009,-3.629
ISR,2010,-3.954
ISR,2011,-4.014
ISR,2012,-4.250
ISR,2013,-4.552
ISR,2014,-4.914
ISR,2015,-4.586
ISR,2016,-4.600
ITA,1990,-31.678
ITA,1991,-36.402
ITA,1992,-30.036
ITA,1993,-29.316
ITA,1994,-30.665
ITA,1995,-31.865
ITA,1996,-25.304
ITA,1997,-26.704
ITA,1998,-26.982
ITA,1999,-27.723
ITA,2000,-29.612
ITA,2001,-27.377
ITA,2002,-29.771
ITA,2003,-25.971
ITA,2004,-30.757
ITA,2005,-29.595
ITA,2006,-36.308
ITA,2007,-36.751
ITA,2008,-38.460
ITA,2009,-36.503
ITA,2010,-40.077
ITA,2011,-41.798
ITA,2012,-32.742
ITA,2013,-32.344
ITA,2014,-33.018
ITA,2015,-28.972
ITA,2016,-28.987
JAM,1990,0.165
JAM,1991,0.199
JAM,1992,0.278
JAM,1993,0.140
JAM,1994,0.238
JAM,1995,0.214
JAM,1996,0.631
JAM,1997,0.559
JAM,1998,-0.030
JAM,1999,0.082
JAM,2000,0.642
JAM,2001,0.096
JAM,2002,0.437
JAM,2003,0.175
JAM,2004,0.222
JAM,2005,-0.016
JAM,2006,-0.036
JAM,2007,-0.172
JAM,2008,-0.086
JAM,2009,-0.031
JAM,2010,-0.080
JAM,2011,-0.194
JAM,2012,-0.350
JAM,2013,-0.196
JAM,2014,-0.258
JAM,2015,-0.789
JAM,2016,-0.756
JOR,1990,-1.798
JOR,1991,-1.576
JOR,1992,-1.138
JOR,1993,-1.207
JOR,1994,-1.268
JOR,1995,-1.423
JOR,1996,-0.436
JOR,1997,-1.096
JOR,1998,-1.226
JOR,1999,-0.852
JOR,2000,-0.484
JOR,2001,-1.241
JOR,2002,-1.420
JOR,2003,-1.330
JOR,2004,-1.474
JOR,2005,-1.612
JOR,2006,-1.344
JOR,2007,-1.198
JOR,2008,-2.198
JOR,2009,-2.696
JOR,2010,-1.883
JOR,2011,-1.875
JOR,2012,-1.152
JOR,2013,-2.688
JOR,2014,-2.466
JOR,2015,-2.628
JOR,2016,-2.704
JPN,1990,-41.941
JPN,1991,-50.579
JPN,1992,-49.813
JPN,1993,-56.473
JPN,1994,-61.870
JPN,1995,-69.425
JPN,1996,-67.744
JPN,1997,-65.365
JPN,1998,-52.444
JPN,1999,-59.844
JPN,2000,-68.116
JPN,2001,-63.467
JPN,2002,-58.416
JPN,2003,-59.637
JPN,2004,-58.993
JPN,2005,-58.744
JPN,2006,-59.642
JPN,2007,-56.252
JPN,2008,-64.103
JPN,2009,-54.464
JPN,2010,-56.327
JPN,2011,-64.970
JPN,2012,-65.702
JPN,2013,-59.415
JPN,2014,-60.248
JPN,2015,-56.964
JPN,2016,-56.756
KAZ,1990,25.066
KAZ,1991,24.650
KAZ,1992,20.112
KAZ,1993,22.752
KAZ,1994,17.794
KAZ,1995,21.540
KAZ,1996,21.774
KAZ,1997,21.356
KAZ,1998,19.287
KAZ,1999,9.095
KAZ,2000,13.048
KAZ,2001,10.195
KAZ,2002,13.370
KAZ,2003,16.241
KAZ,2004,16.383
KAZ,2005,14.415
KAZ,2006,11.175
KAZ,2007,10.909
KAZ,2008,10.916
KAZ,2009,15.805
KAZ,2010,23.791
KAZ,2011,19.534
KAZ,2012,14.857
KAZ,2013,12.628
KAZ,2014,13.025
KAZ,2015,12.466
KAZ,2016,12.545
KEN,1990,-0.570
KEN,1991,-0.686
KEN,1992,-0.668
KEN,1993,-0.668
KEN,1994,-0.795
KEN,1995,-0.829
KEN,1996,-0.055
KEN,1997,-0.359
KEN,1998,-0.976
KEN,1999,-0.492
KEN,2000,0.026
KEN,2001,-0.378
KEN,2002,0.119
KEN,2003,-0.800
KEN,2004,-0.901
KEN,2005,-1.054
KEN,2006,-1.234
KEN,2007,-1.284
KEN,2008,-1.353
KEN,2009,-1.780
KEN,2010,-1.615
KEN,2011,-1.758
KEN,2012,-1.992
KEN,2013,-2.656
KEN,2014,-2.679
KEN,2015,-3.197
KEN,2016,-3.188
KGZ,1990,-0.364
KGZ,1991,-0.710
KGZ,1992,-0.966
KGZ,1993,-0.801
KGZ,1994,-0.910
KGZ,1995,-1.473
KGZ,1996,-0.731
KGZ,1997,0.123
KGZ,1998,-1.182
KGZ,1999,-0.231
KGZ,2000,-0.021
KGZ,2001,-0.018
KGZ,2002,0.092
KGZ,2003,-0.102
KGZ,2004,-0.156
KGZ,2005,-0.541
KGZ,2006,-1.192
KGZ,2007,-0.191
KGZ,2008,-0.055
KGZ,2009,-1.701
KGZ,2010,-1.528
KGZ,2011,-1.479
KGZ,2012,-1.649
KGZ,2013,-1.796
KGZ,2014,-1.898
KGZ,2015,-2.398
KGZ,2016,-2.353
KHM,1990,-0.146
KHM,1991,-0.152
KHM,1992,-0.167
KHM,1993,-0.182
KHM,1994,-0.197
KHM,1995,-0.177
KHM,1996,-0.213
KHM,1997,-0.224
KHM,1998,-0.249
KHM,1999,-0.214
KHM,2000,-0.214
KHM,2001,-0.308
KHM,2002,-0.130
KHM,2003,-0.620
KHM,2004,-0.649
KHM,2005,-0.870
KHM,2006,-1.003
KHM,2007,-1.054
KHM,2008,-1.140
KHM,2009,-0.999
KHM,2010,-1.384
KHM,2011,-1.570
KHM,2012,-1.511
KHM,2013,-2.093
KHM,2014,-2.103
KHM,2015,-2.063
KHM,2016,-2.030
KOR,1990,-19.745
KOR,1991,-23.170
KOR,1992,-21.005
KOR,1993,-21.439
KOR,1994,-22.422
KOR,1995,-22.755
KOR,1996,-25.011
KOR,1997,-22.545
KOR,1998,-5.384
KOR,1999,-13.670
KOR,2000,-15.401
KOR,2001,-10.537
KOR,2002,-14.821
KOR,2003,-12.862
KOR,2004,-11.672
KOR,2005,-17.602
KOR,2006,-21.637
KOR,2007,-20.556
KOR,2008,-25.748
KOR,2009,-13.125
KOR,2010,-15.226
KOR,2011,-14.508
KOR,2012,-11.732
KOR,2013,-10.456
KOR,2014,-13.151
KOR,2015,-11.208
KOR,2016,-10.332
KP Annex B,1990,-72.311
KP Annex B,1991,-58.448
KP Annex B,1992,-82.356
KP Annex B,1993,-96.420
KP Annex B,1994,-104.458
KP Annex B,1995,-114.761
KP Annex B,1996,-118.531
KP Annex B,1997,-125.825
KP Annex B,1998,-150.509
KP Annex B,1999,-192.322
KP Annex B,2000,-224.124
KP Annex B,2001,-210.325
KP Annex B,2002,-244.710
KP Annex B,2003,-233.195
KP Annex B,2004,-282.910
KP Annex B,2005,-299.488
KP Annex B,2006,-356.208
KP Annex B,2007,-363.590
KP Annex B,2008,-355.866
KP Annex B,2009,-319.317
KP Annex B,2010,-332.884
KP Annex B,2011,-390.127
KP Annex B,2012,-357.441
KP Annex B,2013,-333.671
KP Annex B,2014,-347.773
KP Annex B,2015,-299.455
KP Annex B,2016,-291.481
KWT,1990,1.369
KWT,1991,-2.152
KWT,1992,-0.992
KWT,1993,-0.001
KWT,1994,0.417
KWT,1995,1.837
KWT,1996,2.629
KWT,1997,2.921
KWT,1998,0.193
KWT,1999,3.901
KWT,2000,7.796
KWT,2001,7.325
KWT,2002,6.880
KWT,2003,3.494
KWT,2004,3.629
KWT,2005,3.904
KWT,2006,3.064
KWT,2007,1.757
KWT,2008,2.059
KWT,2009,4.457
KWT,2010,3.810
KWT,2011,4.075
KWT,2012,5.955
KWT,2013,3.318
KWT,2014,2.896
KWT,2015,3.449
KWT,2016,3.223
LAO,1990,-0.085
LAO,1991,-0.096
LAO,1992,-0.103
LAO,1993,-0.117
LAO,1994,-0.132
LAO,1995,-0.151
LAO,1996,-0.136
LAO,1997,-0.109
LAO,1998,-0.118
LAO,1999,-0.080
LAO,2000,-0.228
LAO,2001,-0.144
LAO,2002,-0.158
LAO,2003,-0.125
LAO,2004,-0.106
LAO,2005,-0.098
LAO,2006,-0.183
LAO,2007,-0.320
LAO,2008,-0.399
LAO,2009,-0.444
LAO,2010,-0.474
LAO,2011,-0.690
LAO,2012,-0.836
LAO,2013,-1.212
LAO,2014,-1.239
LAO,2015,-1.235
LAO,2016,-1.229
LKA,1990,-0.617
LKA,1991,-0.672
LKA,1992,-0.671
LKA,1993,-0.763
LKA,1994,-0.818
LKA,1995,-0.916
LKA,1996,-0.942
LKA,1997,-0.763
LKA,1998,-0.978
LKA,1999,-1.482
LKA,2000,-1.328
LKA,2001,-1.544
LKA,2002,-1.838
LKA,2003,-1.669
LKA,2004,-1.630
LKA,2005,-1.919
LKA,2006,-1.783
LKA,2007,-1.668
LKA,2008,-2.158
LKA,2009,-1.925
LKA,2010,-2.170
LKA,2011,-2.976
LKA,2012,-3.169
LKA,2013,-3.254
LKA,2014,-3.270
LKA,2015,-3.027
LKA,2016,-3.014
LTU,1990,-1.879
LTU,1991,-3.782
LTU,1992,-3.723
LTU,1993,-2.307
LTU,1994,-2.883
LTU,1995,-3.247
LTU,1996,-2.192
LTU,1997,-1.978
LTU,1998,-1.420
LTU,1999,-1.358
LTU,2000,-1.352
LTU,2001,-1.261
LTU,2002,-2.268
LTU,2003,-2.088
LTU,2004,-1.980
LTU,2005,-1.872
LTU,2006,-2.520
LTU,2007,-2.523
LTU,2008,-2.423
LTU,2009,-2.180
LTU,2010,-1.984
LTU,2011,-2.671
LTU,2012,-2.269
LTU,2013,-2.499
LTU,2014,-2.500
LTU,2015,-2.558
LTU,2016,-2.664
LUX,1990,0.000
LUX,1991,0.000
LUX,1992,0.000
LUX,1993,0.000
LUX,1994,0.000
LUX,1995,0.000
LUX,1996,0.000
LUX,1997,0.000
LUX,1998,0.000
LUX,1999,0.039
LUX,2000,0.408
LUX,2001,0.394
LUX,2002,0.418
LUX,2003,0.031
LUX,2004,-0.201
LUX,2005,-0.463
LUX,2006,-1.286
LUX,2007,0.103
LUX,2008,-3.603
LUX,2009,-4.064
LUX,2010,-3.663
LUX,2011,0.186
LUX,2012,-3.514
LUX,2013,-3.637
LUX,2014,-3.572
LUX,2015,-3.891
LUX,2016,-4.016
LVA,1990,-0.831
LVA,1991,-1.229
LVA,1992,-0.541
LVA,1993,-0.658
LVA,1994,-0.798
LVA,1995,-0.846
LVA,1996,-1.304
LVA,1997,-1.479
LVA,1998,-1.413
LVA,1999,-0.964
LVA,2000,-1.075
LVA,2001,-1.064
LVA,2002,-0.957
LVA,2003,-1.774
LVA,2004,-1.739
LVA,2005,-1.305
LVA,2006,-1.698
LVA,2007,-2.017
LVA,2008,-1.942
LVA,2009,-1.559
LVA,2010,-1.233
LVA,2011,-1.337
LVA,2012,-1.543
LVA,2013,-1.498
LVA,2014,-1.460
LVA,2015,-1.432
LVA,2016,-1.496
MAR,1990,-2.495
MAR,1991,-2.754
MAR,1992,-2.139
MAR,1993,-2.101
MAR,1994,-2.221
MAR,1995,-2.347
MAR,1996,-1.222
MAR,1997,-0.736
MAR,1998,-1.478
MAR,1999,-1.854
MAR,2000,-1.923
MAR,2001,-1.684
MAR,2002,-2.637
MAR,2003,-1.262
MAR,2004,-1.208
MAR,2005,-1.284
MAR,2006,-1.472
MAR,2007,-1.414
MAR,2008,-2.283
MAR,2009,-1.594
MAR,2010,-1.464
MAR,2011,-1.773
MAR,2012,-1.309
MAR,2013,-1.453
MAR,2014,-1.313
MAR,2015,-0.989
MAR,2016,-0.870
MDG,1990,-0.122
MDG,1991,-0.126
MDG,1992,-0.130
MDG,1993,-0.144
MDG,1994,-0.148
MDG,1995,-0.160
MDG,1996,-0.069
MDG,1997,-0.072
MDG,1998,-0.187
MDG,1999,-0.245
MDG,2000,-0.129
MDG,2001,-0.171
MDG,2002,-0.121
MDG,2003,-0.356
MDG,2004,-0.220
MDG,2005,-0.418
MDG,2006,-0.291
MDG,2007,-0.338
MDG,2008,-0.520
MDG,2009,-0.533
MDG,2010,-0.402
MDG,2011,-0.364
MDG,2012,-0.410
MDG,2013,-0.436
MDG,2014,-0.446
MDG,2015,-0.560
MDG,2016,-0.555
MEX,1990,0.497
MEX,1991,0.339
MEX,1992,-0.005
MEX,1993,0.420
MEX,1994,0.332
MEX,1995,1.977
MEX,1996,0.705
MEX,1997,-2.355
MEX,1998,-4.215
MEX,1999,-3.712
MEX,2000,-7.058
MEX,2001,-5.283
MEX,2002,-6.278
MEX,2003,-7.444
MEX,2004,-5.493
MEX,2005,-8.391
MEX,2006,-9.038
MEX,2007,-3.757
MEX,2008,-4.598
MEX,2009,-6.461
MEX,2010,-8.222
MEX,2011,-5.745
MEX,2012,-11.449
MEX,2013,-13.024
MEX,2014,-13.408
MEX,2015,-10.448
MEX,2016,-7.018
MLT,1990,-0.200
MLT,1991,-0.216
MLT,1992,-0.180
MLT,1993,-0.197
MLT,1994,-0.205
MLT,1995,-0.238
MLT,1996,-0.254
MLT,1997,-0.203
MLT,1998,-0.513
MLT,1999,-0.320
MLT,2000,-0.429
MLT,2001,-0.568
MLT,2002,-0.302
MLT,2003,-0.659
MLT,2004,-0.166
MLT,2005,-0.451
MLT,2006,-0.617
MLT,2007,-0.186
MLT,2008,-0.674
MLT,2009,-0.762
MLT,2010,-0.647
MLT,2011,-0.821
MLT,2012,-1.075
MLT,2013,-0.739
MLT,2014,-0.759
MLT,2015,-0.855
MLT,2016,-0.912
MNG,1990,0.232
MNG,1991,0.273
MNG,1992,0.527
MNG,1993,0.543
MNG,1994,0.375
MNG,1995,0.291
MNG,1996,0.052
MNG,1997,0.219
MNG,1998,0.230
MNG,1999,0.220
MNG,2000,0.165
MNG,2001,0.235
MNG,2002,0.245
MNG,2003,-0.051
MNG,2004,0.033
MNG,2005,-0.031
MNG,2006,-0.163
MNG,2007,-0.062
MNG,2008,-0.248
MNG,2009,-0.118
MNG,2010,-0.233
MNG,2011,-0.567
MNG,2012,-0.448
MNG,2013,0.283
MNG,2014,-0.139
MNG,2015,-0.117
MNG,2016,0.653
MOZ,1990,-0.650
MOZ,1991,-0.662
MOZ,1992,-0.651
MOZ,1993,-0.737
MOZ,1994,-0.762
MOZ,1995,-0.847
MOZ,1996,-0.439
MOZ,1997,-0.239
MOZ,1998,-0.631
MOZ,1999,-0.943
MOZ,2000,-0.975
MOZ,2001,-0.795
MOZ,2002,-0.811
MOZ,2003,-0.755
MOZ,2004,-0.717
MOZ,2005,-0.915
MOZ,2006,-1.209
MOZ,2007,-1.384
MOZ,2008,-1.587
MOZ,2009,-1.948
MOZ,2010,-1.726
MOZ,2011,-1.907
MOZ,2012,-2.128
MOZ,2013,-2.543
MOZ,2014,-2.479
MOZ,2015,-2.681
MOZ,2016,-2.707
MUS,1990,-0.356
MUS,1991,-0.377
MUS,1992,-0.370
MUS,1993,-0.417
MUS,1994,-0.459
MUS,1995,-0.504
MUS,1996,-0.595
MUS,1997,-0.593
MUS,1998,-0.497
MUS,1999,-0.499
MUS,2000,-0.524
MUS,2001,-0.416
MUS,2002,-0.458
MUS,2003,-0.494
MUS,2004,-0.533
MUS,2005,-0.383
MUS,2006,-0.408
MUS,2007,-0.344
MUS,2008,-0.395
MUS,2009,-0.387
MUS,2010,-0.301
MUS,2011,-0.421
MUS,2012,-0.358
MUS,2013,-0.356
MUS,2014,-0.332
MUS,2015,-0.757
MUS,2016,-0.751
MWI,1990,-0.226
MWI,1991,-0.233
MWI,1992,-0.233
MWI,1993,-0.265
MWI,1994,-0.277
MWI,1995,-0.307
MWI,1996,-0.363
MWI,1997,-0.376
MWI,1998,-0.372
MWI,1999,-0.373
MWI,2000,-0.331
MWI,2001,-0.305
MWI,2002,-0.383
MWI,2003,-0.343
MWI,2004,-0.304
MWI,2005,-0.338
MWI,2006,-0.307
MWI,2007,-0.294
MWI,2008,-0.372
MWI,2009,-0.477
MWI,2010,-0.491
MWI,2011,-0.395
MWI,2012,-0.301
MWI,2013,-0.525
MWI,2014,-0.539
MWI,2015,-0.488
MWI,2016,-0.487
MYS,1990,-2.051
MYS,1991,-1.382
MYS,1992,-0.471
MYS,1993,0.872
MYS,1994,0.940
MYS,1995,4.206
MYS,1996,4.100
MYS,1997,1.649
MYS,1998,6.859
MYS,1999,2.521
MYS,2000,3.346
MYS,2001,4.406
MYS,2002,1.342
MYS,2003,5.361
MYS,2004,5.374
MYS,2005,6.238
MYS,2006,4.336
MYS,2007,6.253
MYS,2008,6.107
MYS,2009,6.202
MYS,2010,6.139
MYS,2011,4.358
MYS,2012,0.103
MYS,2013,-1.928
MYS,2014,-2.039
MYS,2015,-1.375
MYS,2016,-1.185
Middle East,1990,0.944
Middle East,1991,-0.277
Middle East,1992,8.310
Middle East,1993,13.766
Middle East,1994,16.964
Middle East,1995,10.721
Middle East,1996,16.822
Middle East,1997,11.950
Middle East,1998,6.894
Middle East,1999,70.901
Middle East,2000,84.367
Middle East,2001,78.815
Middle East,2002,72.908
Middle East,2003,23.797
Middle East,2004,20.264
Middle East,2005,12.095
Middle East,2006,9.767
Middle East,2007,-15.864
Middle East,2008,-17.538
Middle East,2009,2.291
Middle East,2010,-8.425
Middle East,2011,-7.717
Middle East,2012,6.304
Middle East,2013,-15.457
Middle East,2014,-9.087
Middle East,2015,-0.522
Middle East,2016,7.932
NAM,1990,0.000
NAM,1991,0.000
NAM,1992,0.000
NAM,1993,0.000
NAM,1994,0.000
NAM,1995,0.000
NAM,1996,0.000
NAM,1997,0.000
NAM,1998,0.000
NAM,1999,0.000
NAM,2000,-1.172
NAM,2001,-1.216
NAM,2002,0.079
NAM,2003,-0.800
NAM,2004,-1.175
NAM,2005,-1.020
NAM,2006,-0.974
NAM,2007,-1.196
NAM,2008,-1.185
NAM,2009,-0.396
NAM,2010,-0.327
NAM,2011,-0.341
NAM,2012,-0.541
NAM,2013,-1.474
NAM,2014,-1.531
NAM,2015,-1.651
NAM,2016,-1.670
NGA,1990,1.657
NGA,1991,1.500
NGA,1992,1.077
NGA,1993,0.984
NGA,1994,0.225
NGA,1995,0.018
NGA,1996,-0.104
NGA,1997,-1.391
NGA,1998,-1.050
NGA,1999,1.769
NGA,2000,5.410
NGA,2001,2.198
NGA,2002,3.841
NGA,2003,3.258
NGA,2004,3.606
NGA,2005,3.837
NGA,2006,9.828
NGA,2007,2.331
NGA,2008,3.484
NGA,2009,-2.066
NGA,2010,3.001
NGA,2011,3.910
NGA,2012,5.231
NGA,2013,0.460
NGA,2014,1.664
NGA,2015,-5.319
NGA,2016,-6.502
NIC,1990,-0.099
NIC,1991,-0.148
NIC,1992,-0.142
NIC,1993,-0.147
NIC,1994,-0.152
NIC,1995,-0.148
NIC,1996,-0.132
NIC,1997,-0.176
NIC,1998,-0.206
NIC,1999,-0.217
NIC,2000,-0.209
NIC,2001,-0.234
NIC,2002,-0.268
NIC,2003,-0.326
NIC,2004,-0.283
NIC,2005,-0.340
NIC,2006,-0.338
NIC,2007,-0.381
NIC,2008,-0.310
NIC,2009,-0.351
NIC,2010,-0.382
NIC,2011,-0.390
NIC,2012,-0.523
NIC,2013,-0.396
NIC,2014,-0.400
NIC,2015,-0.528
NIC,2016,-0.523
NLD,1990,-12.645
NLD,1991,-13.513
NLD,1992,-11.857
NLD,1993,-12.293
NLD,1994,-12.483
NLD,1995,-13.827
NLD,1996,-10.611
NLD,1997,-10.832
NLD,1998,-12.475
NLD,1999,-6.924
NLD,2000,-6.912
NLD,2001,-4.602
NLD,2002,-6.372
NLD,2003,-3.369
NLD,2004,-3.067
NLD,2005,-4.248
NLD,2006,-10.885
NLD,2007,-1.194
NLD,2008,-1.393
NLD,2009,-1.890
NLD,2010,-0.198
NLD,2011,-0.206
NLD,2012,0.022
NLD,2013,0.845
NLD,2014,0.006
NLD,2015,2.846
NLD,2016,3.618
NOR,1990,-0.521
NOR,1991,-1.395
NOR,1992,-0.781
NOR,1993,-0.784
NOR,1994,-0.748
NOR,1995,-1.093
NOR,1996,-1.009
NOR,1997,-1.110
NOR,1998,-1.469
NOR,1999,2.567
NOR,2000,2.881
NOR,2001,3.469
NOR,2002,2.326
NOR,2003,1.163
NOR,2004,1.064
NOR,2005,-0.157
NOR,2006,-1.374
NOR,2007,-2.174
NOR,2008,-2.165
NOR,2009,-1.541
NOR,2010,-1.483
NOR,2011,-2.030
NOR,2012,-1.906
NOR,2013,-1.570
NOR,2014,-1.516
NOR,2015,-1.028
NOR,2016,-1.292
NPL,1990,-0.118
NPL,1991,-0.130
NPL,1992,-0.124
NPL,1993,-0.136
NPL,1994,-0.148
NPL,1995,-0.155
NPL,1996,-0.149
NPL,1997,-0.114
NPL,1998,-0.558
NPL,1999,-0.892
NPL,2000,-0.248
NPL,2001,-0.233
NPL,2002,-0.350
NPL,2003,-0.627
NPL,2004,-0.465
NPL,2005,-0.430
NPL,2006,-0.479
NPL,2007,-0.568
NPL,2008,-0.580
NPL,2009,-0.963
NPL,2010,-1.302
NPL,2011,-1.363
NPL,2012,-1.307
NPL,2013,-1.773
NPL,2014,-1.798
NPL,2015,-1.670
NPL,2016,-1.690
NZL,1990,-0.395
NZL,1991,-0.314
NZL,1992,-0.232
NZL,1993,-0.402
NZL,1994,-0.488
NZL,1995,-0.713
NZL,1996,-0.823
NZL,1997,-0.769
NZL,1998,-0.476
NZL,1999,-1.280
